WELL_TEST_ID,WQUAL_DETAILS_ID,total alkalinity_value,carbonate_value,nitrite as nitrogen_value,nitrate as nitrogen_value,ph_value,bicarbonate_value,total dissolved solids_value,fluoride_value,total hardness_value,chloride_value,manganese_value,iron_value,sulphate_value,calcium_value,sodium_value,potassium_value,magnesium_value,iron (total)_value,nitrite + nitrate as nitrogen_value,ionic balance_value
842,1064943,275.0,12.0,0.05,0.05,8.8,310.0,624.0,5.1,3.0,8.3,0.01,0.01,212.0,1.2,232.0,0.5,0.1,0.29,0.07,97.8
2313,1064947,310.0,22.0,0.05,0.05,8.9,333.0,630.0,6.4,3.0,53.4,0.01,0.02,139.0,1.1,243.0,0.5,0.1,0.09,0.05,97.4
308,1064951,353.0,5.0,0.05,0.05,8.4,420.0,709.0,0.7,72.0,13.4,0.12,0.05,211.0,19.0,245.0,2.0,6.0,0.43,0.07,102.0
895,1064955,469.0,10.0,0.05,0.05,8.5,1.0,846.0,1.4,3.0,207.0,0.01,0.05,0.5,1.0,354.0,0.8,0.1,0.04,0.07,101.0
202,1064959,365.0,5.0,0.05,0.05,8.3,445.0,874.0,0.3,80.0,14.1,0.12,0.04,323.0,20.0,288.0,2.1,7.4,0.74,0.07,98.3
62,1064963,515.0,11.0,0.05,0.05,8.5,606.0,1010.0,1.3,4.0,294.0,0.01,0.01,0.5,1.3,400.0,0.2,0.2,0.06,0.07,93.7
2214,1064967,356.0,8.0,0.05,0.05,8.5,418.0,835.0,1.4,5.0,9.0,0.02,0.06,324.0,1.5,285.0,0.1,0.2,0.15,0.07,88.0
990,1064975,535.0,5.0,0.05,0.05,8.3,653.0,922.0,1.3,49.0,2.1,0.08,0.32,242.0,13.6,337.0,1.5,3.6,0.38,0.07,98.8
8,1064979,401.0,10.0,0.05,0.05,8.5,469.0,836.0,2.1,12.0,5.3,0.03,0.04,264.0,3.8,319.0,0.8,0.6,0.07,0.07,103.0
105,1064983,351.0,26.0,0.05,0.05,9.0,377.0,413.0,7.8,4.0,5.0,0.02,0.01,0.5,1.1,188.0,0.5,0.4,0.04,0.07,109.0
700,1064991,495.0,23.0,0.05,0.05,8.8,557.0,701.0,2.8,3.0,0.4,0.01,0.1,134.0,0.9,265.0,0.7,0.1,0.56,0.07,90.3
843,1064995,326.0,34.0,0.05,0.05,9.2,330.0,404.0,8.0,1.0,12.0,0.01,0.01,0.6,0.5,187.0,0.4,0.1,0.02,0.07,111.0
255,1064999,415.0,15.0,0.06,0.05,8.6,475.0,993.0,1.4,11.0,8.2,0.03,0.02,358.0,3.8,371.0,0.6,0.3,0.12,0.07,102.0
362,1065003,408.0,10.0,0.05,0.05,8.5,477.0,922.0,1.0,710.0,6.4,0.02,0.03,384.0,176.0,42.0,2.3,65.6,0.07,0.07,98.1
752,1065007,392.0,5.0,0.05,1.91,8.3,469.0,619.0,0.5,19.0,17.0,0.01,0.01,134.0,4.2,217.0,0.9,2.0,0.06,1.91,88.5
363,1065011,179.0,6.0,0.05,0.05,8.6,206.0,524.0,4.4,1.0,172.0,0.01,0.01,28.6,0.5,211.0,0.5,0.1,0.55,0.07,99.3
2370,1065015,191.0,9.0,0.05,0.05,8.7,214.0,873.0,2.5,7.0,420.0,0.01,0.01,4.4,2.5,328.0,0.8,0.2,0.04,0.07,90.9
500,1065019,221.0,22.0,0.05,0.05,9.0,224.0,628.0,5.4,6.0,8.8,0.01,0.02,250.0,2.5,228.0,0.4,0.1,0.03,0.05,99.1
153,1065023,249.0,16.0,0.05,0.05,8.8,272.0,1110.0,3.0,26.0,5.1,0.02,0.04,547.0,8.9,395.0,0.6,0.9,0.05,0.05,106.0
402,1065027,885.0,6.0,0.005,0.01,8.32,1070.0,1140.0,0.18,39.0,13.2,0.005,0.36,150.0,11.0,426.0,1.6,2.8,1.5,0.02,91.0
753,1065031,454.0,0.01,0.01,128.0,6.9,547.0,824.0,0.14,651.0,95.3,0.184,0.02,64.6,176.0,32.8,3.38,51.7,1.04,128.0,
844,1065035,555.0,19.0,0.003,0.003,8.63,639.0,920.0,0.51,12.0,1.3,0.004,0.01,212.0,3.1,367.0,1.0,1.0,0.06,0.003,104.0
601,1065039,490.0,10.0,0.05,0.05,8.5,576.0,878.0,0.7,12.0,3.7,0.03,0.01,261.0,3.4,314.0,0.7,0.9,0.02,0.07,90.7
63,1065043,536.0,5.0,0.05,0.05,8.2,654.0,2300.0,0.2,383.0,11.3,0.11,0.09,1200.0,83.6,637.0,4.2,42.4,0.09,0.07,98.5
203,1065047,451.0,27.0,0.05,0.05,8.9,495.0,512.0,4.5,2.0,16.1,0.01,0.01,15.5,0.6,204.0,0.7,0.1,0.02,0.07,89.1
106,1065051,416.0,12.0,0.05,0.05,8.5,483.0,963.0,1.1,13.0,2.8,0.02,0.02,345.0,4.7,359.0,0.8,0.4,0.09,0.07,102.0
991,1065055,395.0,8.0,0.05,0.05,8.4,465.0,860.0,1.3,25.0,4.7,0.04,0.02,318.0,7.1,289.0,0.8,1.7,0.02,0.07,89.0
403,1065059,413.0,9.0,0.05,0.05,8.4,485.0,953.0,0.9,35.0,4.2,0.07,0.09,321.0,9.6,366.0,1.3,2.6,1.28,0.07,110.0
646,1065063,513.0,6.0,0.05,0.05,8.4,613.0,961.0,0.5,89.0,3.2,0.01,0.02,327.0,19.4,291.0,1.6,9.8,0.05,0.07,84.3
364,1065067,535.0,22.0,0.05,0.05,8.7,607.0,662.0,2.3,2.0,69.5,0.1,0.01,1.2,0.7,267.0,0.1,0.1,0.08,0.07,91.1
992,1065071,397.0,5.0,0.05,14.8,7.9,484.0,2310.0,0.1,1380.0,246.0,0.01,0.01,1050.0,324.0,241.0,6.2,139.0,0.19,14.8,101.0
154,1065075,450.0,12.0,0.05,0.05,8.5,524.0,868.0,1.1,12.0,1.4,0.01,0.03,261.0,4.1,329.0,0.9,0.4,0.06,0.07,100.0
798,1065079,509.0,5.0,0.05,0.13,8.1,621.0,691.0,0.1,512.0,3.7,0.53,1.04,155.0,121.0,50.0,4.4,50.9,1.01,0.13,92.6
701,1065083,397.0,5.0,0.05,0.69,8.1,484.0,875.0,0.2,665.0,14.5,0.01,0.02,361.0,138.0,37.0,5.1,77.9,0.05,0.69,94.5
447,1065087,455.0,5.0,0.05,0.05,8.3,555.0,562.0,0.2,106.0,3.0,0.08,0.24,76.9,19.0,174.0,1.5,14.1,0.41,0.07,90.0
9,1065091,395.0,8.0,0.05,0.63,8.4,467.0,961.0,1.1,59.0,12.6,0.03,0.01,362.0,12.9,325.0,1.1,6.5,0.03,0.63,96.4
2371,1065095,653.0,18.0,0.05,0.05,8.5,759.0,946.0,0.3,18.0,3.2,0.02,0.05,193.0,5.9,350.0,0.6,0.7,0.08,0.07,90.8
896,1065099,375.0,5.0,0.05,0.05,8.2,457.0,1840.0,1.5,42.0,37.4,0.01,0.05,954.0,13.9,607.0,1.3,1.7,1.23,0.07,95.7
204,1065103,407.0,5.0,0.05,0.32,8.2,496.0,677.0,0.1,275.0,2.0,0.4,0.02,181.0,62.9,153.0,3.7,28.7,0.08,0.32,102.0
107,1065107,470.0,5.0,0.05,0.05,8.3,564.0,792.0,0.5,67.0,1.0,0.01,0.01,230.0,19.6,253.0,1.2,4.3,3.03,0.07,87.8
2314,1065111,406.0,10.0,0.05,0.05,8.5,474.0,689.0,1.8,5.0,0.7,0.02,0.05,177.0,1.9,263.0,0.7,0.1,0.01,0.07,97.1
309,1065115,388.0,7.0,0.05,0.05,8.4,459.0,578.0,0.6,5.0,5.1,0.01,0.01,122.0,1.5,215.0,0.5,0.2,0.03,0.07,90.3
845,1065119,374.0,5.0,0.05,0.05,8.4,447.0,540.0,0.4,39.0,1.2,0.06,0.1,105.0,10.9,194.0,0.9,2.8,0.11,0.07,96.5
647,1065123,379.0,5.0,0.05,0.05,8.4,452.0,1890.0,1.0,32.0,10.3,0.02,0.19,1020.0,11.5,615.0,1.1,0.8,0.1,0.07,94.0
897,1065127,347.0,5.0,0.05,0.05,8.3,417.0,2020.0,1.4,35.0,22.0,0.04,0.07,1130.0,12.2,646.0,1.2,1.1,0.25,0.07,92.8
108,1065131,375.0,5.0,0.05,31.7,8.1,457.0,646.0,0.2,264.0,2.1,0.01,0.01,73.4,37.8,124.0,1.5,41.3,0.01,31.7,94.4
702,1065135,435.0,13.0,0.05,0.05,8.6,503.0,745.0,2.4,6.0,0.8,0.01,0.04,191.0,2.3,287.0,0.7,0.1,0.15,0.07,98.6
846,1065139,472.0,5.0,0.05,0.05,8.3,569.0,604.0,0.2,50.0,0.8,0.05,0.18,93.7,15.1,206.0,1.7,3.0,2.05,0.07,88.5
703,1065143,456.0,5.0,0.05,0.05,8.3,547.0,658.0,0.5,54.0,0.8,0.03,0.08,104.0,15.2,258.0,2.0,4.0,2.83,0.07,111.0
648,1065151,296.0,7.0,0.05,0.05,8.5,347.0,1040.0,3.2,9.0,92.2,0.01,0.03,420.0,3.4,338.0,0.7,0.2,0.09,0.07,85.5
205,1065155,420.0,5.0,0.05,6.02,8.2,512.0,911.0,0.3,261.0,5.1,0.02,0.01,325.0,33.3,223.0,2.0,43.3,0.02,6.02,95.1
206,1065159,532.0,5.0,0.05,18.6,7.9,649.0,957.0,0.3,317.0,17.8,0.01,0.01,225.0,30.6,222.0,1.7,58.5,0.14,18.6,93.5
207,1065163,211.0,5.0,0.05,0.12,8.1,257.0,2380.0,0.5,58.0,13.5,0.04,0.12,1460.0,20.7,760.0,1.1,1.6,0.1,0.12,97.8
155,1065167,341.0,19.0,0.05,0.05,8.8,379.0,641.0,0.05,3.0,153.0,0.01,0.05,34.9,1.1,242.0,0.5,0.1,0.22,0.07,87.3
602,1065171,427.0,5.0,0.05,0.22,8.1,521.0,1650.0,1.7,252.0,57.0,0.06,0.46,787.0,30.4,469.0,2.0,42.8,0.08,0.22,95.7
257,1065175,549.0,5.0,0.05,0.06,7.7,670.0,3360.0,0.1,427.0,13.5,0.49,0.34,1940.0,123.0,919.0,4.1,29.1,0.14,0.07,93.9
2372,1065179,201.0,7.0,0.05,0.05,8.5,231.0,795.0,3.1,12.0,28.0,0.01,0.01,364.0,3.9,274.0,0.6,0.6,0.03,0.07,97.0
258,1065183,257.0,6.0,0.05,0.05,8.5,300.0,957.0,2.9,3.0,28.7,0.02,0.04,476.0,1.1,294.0,0.5,0.1,0.06,0.07,80.4
799,1065187,304.0,27.0,0.05,0.05,9.1,316.0,478.0,6.9,1.0,83.9,0.01,0.01,16.3,0.6,188.0,0.3,0.01,0.39,0.07,89.8
448,1065191,339.0,20.0,0.05,0.05,8.8,372.0,591.0,3.4,2.0,19.0,0.01,0.01,152.0,0.8,212.0,0.5,0.1,0.02,0.07,87.1
548,1065195,264.0,8.0,0.05,0.05,8.5,306.0,1180.0,3.9,5.0,128.0,0.01,0.11,460.0,1.5,423.0,0.7,0.3,0.04,0.07,99.2
549,1065199,298.0,5.0,0.05,0.05,8.4,354.0,1140.0,2.4,1.0,56.4,0.02,0.07,504.0,0.5,398.0,0.5,0.1,0.12,0.07,96.2
10,1065203,372.0,22.0,0.05,0.05,8.9,410.0,650.0,5.6,6.0,18.6,0.01,0.04,160.0,2.0,240.0,0.6,0.2,0.19,0.07,91.1
800,1065207,347.0,11.0,0.05,0.05,8.6,401.0,537.0,6.8,2.0,69.0,0.01,0.01,49.7,0.7,202.0,0.4,0.1,0.05,0.07,85.9
156,1065211,379.0,5.0,0.05,22.3,8.1,462.0,738.0,0.3,265.0,5.7,0.01,0.01,169.0,29.8,159.0,1.9,46.4,0.01,22.3,95.4
847,1065215,642.0,5.0,0.05,0.05,8.0,783.0,2510.0,0.2,440.0,11.4,0.22,3.57,1330.0,107.0,626.0,6.4,42.0,12.1,0.07,88.6
649,1065219,468.0,19.0,0.05,0.05,8.7,533.0,534.0,3.2,1.0,18.7,0.01,0.03,18.4,0.5,212.0,0.9,0.2,7.61,0.07,88.6
801,1065223,485.0,21.0,0.05,0.05,8.7,548.0,981.0,3.5,3.0,9.3,0.01,0.08,335.0,0.8,340.0,1.3,0.3,6.61,0.07,87.0
404,1065227,390.0,6.0,0.05,0.05,8.4,464.0,1340.0,0.7,12.0,6.1,0.01,0.01,644.0,4.0,450.0,1.0,0.5,0.01,0.07,92.6
704,1065231,489.0,5.0,0.05,0.05,7.9,597.0,999.0,0.1,426.0,2.8,0.14,0.26,392.0,81.9,173.0,2.1,53.7,0.37,0.07,89.2
2268,1065235,539.0,5.0,0.05,0.05,8.3,646.0,1310.0,0.9,50.0,7.1,0.03,0.04,489.0,13.6,470.0,2.8,4.0,0.1,0.07,102.0
993,1065239,447.0,5.0,0.05,0.97,8.0,545.0,757.0,0.1,432.0,13.1,0.01,0.01,236.0,61.5,102.0,3.7,67.7,0.01,0.97,92.2
365,1065243,504.0,5.0,0.05,0.05,8.2,521.0,1010.0,0.5,79.0,1.7,0.06,0.3,335.0,20.5,340.0,3.3,0.04,0.21,0.07,96.1
848,1065247,614.0,5.0,0.05,12.6,7.9,749.0,1050.0,0.1,635.0,99.2,0.01,0.01,208.0,82.7,127.0,3.1,104.0,0.01,12.6,90.1
310,1065251,536.0,7.0,0.05,0.05,8.4,640.0,1450.0,0.7,11.0,4.0,0.03,0.05,656.0,3.8,462.0,1.1,0.4,0.06,0.07,82.9
64,1065259,606.0,5.0,0.05,0.75,7.9,740.0,1680.0,0.1,671.0,39.3,0.01,0.01,670.0,144.0,385.0,4.0,75.7,0.01,0.75,111.0
2215,1065263,378.0,23.0,0.05,0.05,8.9,413.0,486.0,3.1,4.0,8.3,0.01,0.01,54.6,1.1,191.0,1.1,0.2,0.19,0.07,92.7
650,1065267,425.0,5.0,0.05,35.6,7.7,519.0,2040.0,0.1,1160.0,75.5,0.01,0.01,1000.0,270.0,157.0,10.2,118.0,0.01,35.6,89.1
311,1065271,524.0,12.0,0.05,0.05,8.5,614.0,632.0,3.9,17.0,3.9,0.01,0.02,38.8,4.2,264.0,1.3,1.7,0.06,0.07,102.0
603,1065275,425.0,5.0,0.05,8.08,7.8,519.0,1830.0,0.1,1020.0,41.6,0.08,0.13,930.0,219.0,225.0,7.5,114.0,0.93,8.08,102.0
754,1065279,433.0,5.0,0.05,13.9,7.8,529.0,1840.0,0.1,998.0,37.2,0.22,0.01,969.0,228.0,172.0,8.8,104.0,0.01,13.9,89.5
405,1065283,413.0,5.0,0.05,28.8,7.7,504.0,2150.0,0.1,1180.0,55.7,0.12,0.01,1150.0,256.0,177.0,8.5,0.12,0.01,28.8,87.8
2269,1065287,472.0,5.0,0.05,14.3,7.7,576.0,1380.0,0.1,778.0,235.0,0.21,0.01,382.0,166.0,152.0,7.6,88.2,0.03,14.3,89.2
109,1065291,314.0,5.0,0.1,44.0,7.6,384.0,2190.0,0.1,1140.0,60.5,0.19,0.4,1200.0,224.0,171.0,8.5,142.0,0.99,44.1,84.5
705,1065295,378.0,27.0,0.05,0.05,9.0,406.0,524.0,3.0,2.0,10.4,0.01,0.04,58.8,0.8,223.0,0.7,0.1,0.77,0.07,106.0
849,1065299,458.0,5.0,0.05,0.05,8.0,558.0,1740.0,0.6,292.0,3.6,0.12,0.81,891.0,71.9,467.0,3.9,27.3,0.96,0.07,94.3
850,1065303,351.0,12.0,0.05,0.05,8.6,405.0,475.0,2.4,2.0,50.7,0.01,0.01,15.0,0.7,195.0,0.5,0.1,0.01,0.07,95.8
706,1065307,411.0,20.0,0.05,0.05,8.8,460.0,569.0,2.0,2.0,69.5,0.01,0.01,9.2,0.7,240.0,0.8,0.1,1.43,0.07,100.0
2216,1065311,383.0,6.0,0.05,0.05,8.4,455.0,478.0,0.6,19.0,1.7,0.07,0.05,48.9,5.7,189.0,0.8,1.1,0.09,0.07,98.4
851,1065319,368.0,17.0,0.05,0.05,8.7,416.0,608.0,3.1,3.0,81.1,0.01,0.07,77.7,1.3,223.0,0.6,0.1,0.41,0.07,85.4
312,1065323,528.0,7.0,0.58,3.01,8.3,631.0,2060.0,0.2,71.0,5.4,0.04,0.16,1040.0,14.3,652.0,3.2,8.5,0.29,3.58,91.4
898,1065327,429.0,14.0,0.05,0.05,8.6,495.0,846.0,1.5,7.0,4.5,0.02,0.11,282.0,2.6,297.0,0.7,0.2,0.15,0.07,89.3
2373,1065331,318.0,8.0,0.05,0.05,8.5,371.0,737.0,2.9,12.0,9.1,0.02,0.01,273.0,3.4,256.0,0.8,0.8,0.21,0.07,91.6
208,1065335,372.0,7.0,0.05,0.05,8.4,439.0,888.0,0.4,47.0,55.6,0.09,0.05,291.0,13.8,300.0,1.3,3.1,0.05,0.07,93.0
313,1065339,250.0,24.0,0.05,0.05,9.1,256.0,466.0,6.7,2.0,15.6,0.01,0.01,126.0,0.7,167.0,0.3,0.1,0.55,0.07,86.9
707,1065343,283.0,21.0,0.05,0.05,8.9,302.0,455.0,6.8,2.0,98.3,0.01,0.01,1.0,0.7,178.0,0.3,0.1,1.86,0.07,88.5
852,1065347,342.0,9.0,0.05,0.05,8.5,398.0,811.0,0.8,21.0,41.1,0.04,0.2,258.0,6.5,297.0,1.0,1.2,0.21,0.07,99.8
157,1065351,339.0,12.0,0.05,0.05,8.6,390.0,813.0,0.7,5.0,45.9,0.01,0.02,286.0,1.7,278.0,0.5,0.1,0.04,0.07,87.2
755,1065355,418.0,19.0,0.05,0.05,8.7,472.0,585.0,0.5,5.0,9.0,0.02,0.01,86.9,1.8,235.0,0.6,0.2,0.03,0.07,98.9
899,1065359,455.0,15.0,0.05,0.05,8.6,525.0,641.0,1.6,2.0,15.5,0.01,0.01,115.0,1.0,234.0,0.5,0.1,0.21,0.07,85.2
756,1065363,410.0,6.0,0.05,0.33,8.4,487.0,1480.0,1.1,46.0,25.7,0.01,0.01,716.0,12.4,475.0,1.0,3.6,0.13,0.33,90.4
550,1065367,316.0,21.0,0.05,0.05,8.9,343.0,582.0,5.5,4.0,8.5,0.01,0.01,165.0,1.5,211.0,0.4,0.1,0.09,0.07,90.1
2374,1065371,392.0,16.0,0.05,0.05,8.7,446.0,799.0,3.2,6.0,5.9,0.01,0.01,270.0,2.2,282.0,0.5,0.1,0.03,0.07,89.9
2315,1065375,379.0,15.0,0.05,0.05,8.7,431.0,805.0,2.3,1.0,3.6,0.01,0.01,269.0,0.5,301.0,1.3,0.1,0.16,0.07,98.1
110,1065379,304.0,14.0,0.05,0.05,8.7,342.0,811.0,4.5,4.0,2.6,0.01,0.08,338.0,1.4,281.0,0.5,0.1,0.55,0.07,91.8
757,1065383,308.0,14.0,0.05,0.05,8.7,347.0,629.0,4.4,4.0,21.9,0.01,0.01,190.0,1.1,226.0,0.6,0.2,0.17,0.07,90.5
209,1065387,331.0,12.0,0.05,0.46,8.6,379.0,794.0,2.7,10.0,10.2,0.01,0.01,306.0,3.0,270.0,0.5,0.5,0.09,0.46,88.9
758,1065391,242.0,5.0,0.05,1.1,8.1,295.0,371.0,0.2,336.0,19.2,0.01,0.01,74.7,58.0,21.0,1.4,46.5,0.08,1.1,109.0
501,1065395,423.0,20.0,0.05,0.05,8.8,475.0,781.0,2.1,4.0,1.8,0.01,0.02,223.0,1.6,298.0,0.6,0.1,0.04,0.07,98.6
551,1065399,348.0,5.0,0.05,0.05,8.3,414.0,845.0,0.4,224.0,6.4,0.23,0.01,360.0,45.8,195.0,2.2,26.6,0.01,0.07,88.8
314,1065403,382.0,21.0,0.05,0.05,8.8,425.0,778.0,2.9,4.0,2.2,0.01,0.04,265.0,1.6,277.0,0.5,0.1,0.18,0.07,90.6
315,1065407,281.0,11.0,0.05,0.05,8.6,320.0,712.0,3.8,4.0,26.3,0.01,0.08,265.0,1.3,246.0,0.5,0.1,0.14,0.07,89.4
802,1065411,419.0,18.0,0.05,0.05,8.7,475.0,827.0,2.7,7.0,2.9,0.01,0.01,264.0,2.5,303.0,0.6,0.2,0.01,0.07,94.6
11,1065415,395.0,14.0,0.05,0.05,8.6,453.0,634.0,1.0,3.0,42.8,0.01,0.01,98.8,1.1,252.0,0.8,0.1,0.06,0.07,98.5
900,1065419,537.0,5.0,0.05,0.05,8.1,656.0,983.0,0.1,451.0,5.3,0.8,1.84,320.0,116.0,177.0,2.9,39.3,1.77,0.07,95.6
901,1065423,363.0,17.0,0.05,0.05,8.7,409.0,631.0,1.7,3.0,4.3,0.01,0.02,164.0,1.1,241.0,0.8,0.1,0.07,0.07,96.9
759,1065427,553.0,6.0,0.05,0.05,8.3,662.0,807.0,1.2,34.0,3.6,0.03,0.15,180.0,8.6,276.0,2.2,3.1,1.45,0.07,85.2
604,1065431,384.0,17.0,0.05,0.05,8.7,434.0,669.0,1.8,3.0,3.8,0.01,0.01,171.0,1.2,260.0,0.7,0.1,0.1,0.07,99.5
316,1065435,578.0,18.0,0.05,0.05,8.6,668.0,716.0,2.4,4.0,2.3,0.01,0.03,93.7,1.2,268.0,1.2,0.3,0.12,0.07,86.0
708,1065439,478.0,18.0,0.05,0.05,8.7,546.0,810.0,2.2,8.0,177.0,0.01,0.11,0.5,2.7,340.0,0.9,0.2,0.25,0.07,102.0
709,1065443,291.0,14.0,0.05,0.05,8.7,327.0,776.0,2.7,3.0,6.5,0.01,0.01,325.0,1.2,265.0,0.5,0.1,0.02,0.07,89.8
2375,1065451,389.0,6.0,0.05,0.05,8.4,461.0,1960.0,1.0,44.0,2.4,0.04,0.01,1050.0,15.9,657.0,1.5,1.1,2.27,0.07,99.2
803,1065455,466.0,11.0,0.05,0.05,8.5,547.0,994.0,0.9,10.0,8.5,0.02,0.1,323.0,3.4,377.0,0.9,0.3,0.21,0.07,102.0
502,1065459,518.0,19.0,0.05,0.05,8.6,594.0,749.0,2.4,4.0,137.0,0.01,0.01,0.5,1.6,296.0,0.6,0.1,0.05,0.07,90.4
902,1065463,374.0,5.0,0.05,7.65,8.3,446.0,629.0,0.2,16.0,14.8,0.01,0.01,121.0,3.5,229.0,0.7,1.7,0.13,7.65,95.3
553,1065467,278.0,19.0,0.05,0.05,8.9,302.0,691.0,4.0,2.0,3.3,0.01,0.01,257.0,0.5,258.0,1.0,0.1,0.06,0.07,100.0
804,1065471,383.0,13.0,0.05,0.05,8.6,440.0,1090.0,1.0,9.0,2.3,0.01,0.01,485.0,3.2,369.0,0.8,0.2,0.13,0.07,91.0
259,1065475,308.0,18.0,0.05,0.05,8.8,339.0,749.0,2.1,3.0,15.0,0.01,0.01,266.0,1.1,279.0,0.7,0.1,0.01,0.07,99.8
65,1065479,619.0,5.0,0.05,0.05,8.3,754.0,857.0,0.9,32.0,2.4,0.11,0.1,140.0,10.7,329.0,1.3,1.4,0.13,0.07,97.4
366,1065483,531.0,5.0,0.05,0.05,8.2,648.0,1460.0,0.6,52.0,10.1,0.04,0.2,633.0,13.6,479.0,2.8,4.3,0.2,0.07,91.0
503,1065487,506.0,13.1,0.003,0.318,8.52,591.0,658.0,3.04,36.0,2.4,0.004,0.02,71.7,9.4,262.0,1.5,3.0,0.12,0.318,102.0
710,1065491,303.0,13.0,0.05,0.05,8.7,343.0,696.0,4.1,3.0,3.3,0.01,0.02,240.0,1.3,265.0,0.5,0.1,0.01,0.07,102.0
711,1065495,430.0,11.0,0.05,0.05,8.5,503.0,920.0,1.5,7.0,2.7,0.02,0.02,304.0,2.4,350.0,0.8,0.2,0.05,0.07,102.0
66,1065499,312.0,20.0,0.05,0.05,8.9,339.0,710.0,4.3,5.0,0.6,0.01,0.01,248.0,1.5,268.0,0.6,0.2,0.03,0.07,101.0
317,1065503,407.0,5.0,0.05,0.05,8.1,496.0,611.0,0.2,207.0,2.8,0.26,0.47,138.0,52.9,152.0,2.2,18.2,0.52,0.07,97.4
2270,1065507,5.0,6.0,0.005,0.01,8.14,860.0,800.0,0.46,70.0,12.9,0.051,0.37,22.0,22.3,314.0,2.2,3.5,0.5,0.02,101.0
2377,1065519,364.0,5.0,0.05,5.58,8.0,445.0,1080.0,0.2,653.0,8.6,0.14,0.01,518.0,96.4,110.0,3.4,100.0,0.03,5.58,95.6
504,1065523,380.0,11.0,0.05,0.05,8.6,441.0,655.0,1.0,3.0,0.7,0.01,0.01,174.0,1.1,249.0,0.5,0.1,0.01,0.07,96.6
406,1065527,459.0,5.0,0.05,0.05,8.2,559.0,1150.0,0.5,116.0,8.0,0.05,0.29,470.0,29.2,350.0,3.7,10.5,0.49,0.07,91.9
853,1065531,319.0,20.0,0.05,0.05,8.9,384.0,826.0,3.1,5.0,1.5,0.01,0.01,318.0,1.9,309.0,0.7,0.1,0.08,0.07,103.0
260,1065535,510.0,11.0,0.05,0.05,8.4,600.0,1240.0,0.4,89.0,4.1,0.14,0.16,462.0,27.4,433.0,1.6,5.1,0.28,0.07,104.0
2378,1065539,329.0,22.0,0.05,0.05,8.9,357.0,757.0,4.1,3.0,2.5,0.01,0.01,262.0,1.3,289.0,0.6,0.1,0.09,0.07,103.0
605,1065543,334.0,15.0,0.05,2.85,8.7,378.0,720.0,4.8,6.0,69.0,0.01,0.01,145.0,1.8,285.0,0.7,0.3,2.55,2.85,103.0
995,1065547,452.0,20.0,0.05,0.05,8.7,511.0,533.0,0.8,2.0,0.5,0.02,0.02,38.6,0.8,221.0,0.5,0.1,2.57,0.07,97.6
761,1065551,276.0,18.0,0.05,0.05,8.9,299.0,720.0,3.3,4.0,0.9,0.01,0.01,298.0,1.5,250.0,0.5,0.1,0.07,0.07,92.1
158,1065555,267.0,18.0,0.05,0.05,8.9,289.0,704.0,3.7,3.0,1.0,0.01,0.01,292.0,1.3,245.0,0.4,0.1,0.59,0.07,92.2
210,1065559,325.0,8.0,0.05,0.27,8.4,381.0,1520.0,1.7,21.0,2.5,0.03,0.01,803.0,7.8,504.0,1.0,0.4,0.01,0.27,95.6
854,1065563,970.0,14.0,0.02,0.05,8.38,1150.0,1720.0,0.3,39.0,11.0,0.05,0.1,449.0,14.0,659.0,4.0,1.0,0.4,0.07,101.0
407,1065567,432.0,6.0,0.005,0.53,8.03,527.0,951.0,0.29,566.0,48.3,0.357,0.11,326.0,132.0,118.0,9.7,57.0,0.1,0.53,100.0
554,1065571,475.0,18.0,0.005,0.01,8.57,543.0,779.0,0.2,21.0,7.4,0.01,0.24,186.0,6.5,288.0,4.4,1.3,,0.02,96.0
111,1065575,627.0,6.0,0.02,0.37,8.01,764.0,1580.0,0.2,160.0,1.5,0.12,1.1,633.0,42.0,515.0,4.0,12.0,0.2,0.37,99.0
408,1065579,698.0,6.0,0.005,0.02,8.15,851.0,1380.0,0.12,51.0,5.2,0.064,0.04,437.0,16.0,504.0,1.9,2.7,0.1,0.02,99.0
2217,1065583,363.0,5.0,0.05,0.05,8.3,432.0,936.0,0.6,73.0,11.1,0.08,0.09,354.0,20.0,325.0,1.5,5.7,0.16,0.07,105.0
112,1065587,212.0,21.0,0.05,0.05,9.1,216.0,392.0,5.6,1.0,85.0,0.01,0.19,9.2,0.5,165.0,0.4,0.1,0.19,0.07,101.0
261,1065591,428.0,5.0,0.05,5.81,7.8,522.0,1300.0,0.1,934.0,63.4,0.01,0.01,533.0,223.0,94.0,8.1,91.7,0.01,5.81,105.0
262,1065595,543.0,22.0,0.05,0.05,8.7,618.0,849.0,3.0,7.0,165.0,0.01,0.04,0.6,2.6,351.0,0.8,0.2,1.78,0.07,98.4
263,1065599,664.0,28.0,0.02,0.05,8.54,752.0,1410.0,0.57,10.0,1.6,0.05,0.1,484.0,4.0,518.0,4.0,1.0,0.2,0.07,97.0
903,1065603,612.0,28.0,0.005,0.01,8.57,689.0,1030.0,0.25,10.0,0.4,0.005,0.01,271.0,2.9,383.0,1.0,0.7,0.1,0.02,94.0
159,1065607,799.0,6.0,0.02,0.05,7.98,974.0,2230.0,0.2,100.0,17.4,0.05,1.31,918.0,33.0,775.0,4.0,5.0,5.3,0.07,101.0
