WELL_TEST_ID,WQUAL_DETAILS_ID,total alkalinity_value,carbonate_value,nitrite as nitrogen_value,nitrate as nitrogen_value,ph_value,bicarbonate_value,total dissolved solids_value,fluoride_value,total hardness_value,chloride_value,manganese_value,iron_value,sulphate_value,calcium_value,sodium_value,potassium_value,magnesium_value,iron (total)_value,nitrite + nitrate as nitrogen_value,ionic balance_value
16652,1219894,370.0,6.0,0.02,0.05,8.04,451.0,1530.0,0.89,100.0,79.7,0.17,0.05,694.0,30.0,496.0,2.0,5.0,2.58,0.07,
16653,1219895,512.0,6.0,0.005,0.01,8.15,625.0,1090.0,0.19,89.4,2.8,0.016,0.01,390.0,18.6,359.0,1.5,10.4,0.25,0.01,
16654,1219896,469.0,36.0,0.005,0.01,8.52,498.0,892.0,0.8,14.0,10.2,0.017,0.01,263.0,4.9,333.0,0.7,0.4,0.05,0.01,
16655,1219897,267.0,6.0,0.005,0.01,7.86,325.0,596.0,0.66,146.0,18.4,0.133,0.01,205.0,40.6,160.0,1.6,10.8,0.11,0.01,
16656,1219898,340.0,52.0,0.006,0.1,8.89,309.0,691.0,2.48,7.4,2.5,0.006,0.01,224.0,3.0,257.0,0.6,0.2,0.47,0.11,
16657,1219899,378.0,7.0,0.005,0.01,8.42,446.0,650.0,3.47,12.0,21.5,0.011,0.01,146.0,3.9,251.0,0.7,0.6,0.25,0.01,
16658,1219900,495.0,6.0,0.005,0.01,7.95,604.0,664.0,0.21,239.0,3.8,0.178,0.01,112.0,27.8,180.0,1.9,41.3,0.53,0.01,
16659,1219901,423.0,6.0,0.005,0.01,8.03,516.0,643.0,0.27,132.0,8.0,0.204,0.01,135.0,24.6,203.0,1.4,17.2,0.22,0.01,
16660,1219902,335.0,6.0,0.005,0.06,8.23,409.0,788.0,0.19,95.1,11.1,0.049,0.01,296.0,18.9,248.0,1.3,11.6,0.05,0.06,
16661,1219903,354.0,15.0,0.005,0.01,8.65,402.0,758.0,0.75,10.0,2.8,0.005,0.01,260.0,3.4,279.0,0.5,0.4,0.05,0.01,
16662,1219904,402.0,14.0,0.005,0.01,8.57,462.0,807.0,0.8,11.0,2.5,0.007,0.01,262.0,3.5,296.0,0.6,0.5,0.1,0.01,
16663,1219905,375.0,8.0,0.005,0.01,8.42,442.0,997.0,2.37,18.0,11.2,0.005,0.01,399.0,5.4,355.0,1.2,1.1,0.09,0.01,
16664,1219906,255.0,15.0,0.005,0.01,8.71,280.0,793.0,2.96,10.0,5.8,0.01,0.01,347.0,4.2,283.0,0.5,0.2,0.05,0.01,
16665,1219907,564.0,6.0,0.005,0.01,7.27,688.0,617.0,0.13,488.0,6.9,0.703,0.01,59.4,109.0,48.8,2.4,52.6,0.05,0.01,
16666,1219908,700.0,45.0,0.005,0.01,8.52,762.0,1110.0,1.24,24.0,4.5,0.007,0.01,257.0,7.9,417.0,1.3,1.2,0.77,0.01,
16667,1219909,730.0,6.0,0.02,0.05,8.14,890.0,1690.0,0.3,59.0,3.1,0.03,0.05,636.0,19.0,593.0,2.0,2.0,0.1,0.07,
16668,1219910,506.0,6.0,0.02,0.05,7.5,617.0,2030.0,0.4,570.0,7.8,0.23,0.05,1030.0,161.0,473.0,5.0,42.0,4.0,0.07,
16669,1219911,434.0,6.0,0.027,1.83,7.84,529.0,881.0,0.13,487.0,169.0,0.043,0.01,144.0,63.4,162.0,3.0,79.8,0.09,1.86,
16670,1219912,763.0,6.0,0.02,0.05,8.05,931.0,1340.0,0.5,54.0,2.2,0.04,0.05,380.0,18.0,476.0,2.0,2.0,0.1,0.07,
16671,1219913,834.0,6.0,0.02,0.05,8.19,1020.0,1400.0,0.51,33.0,3.7,0.02,0.05,353.0,11.0,530.0,2.0,1.0,0.1,0.07,
16672,1219914,428.0,6.0,0.02,0.2,7.99,522.0,1690.0,1.1,110.0,26.4,0.052,0.05,816.0,32.0,544.0,2.0,7.1,0.31,0.2,
16673,1219915,413.0,6.0,0.005,9.78,7.85,504.0,1420.0,1.89,367.0,58.3,0.011,0.01,624.0,62.4,377.0,3.0,51.2,0.07,9.78,
16674,1219916,479.0,6.0,0.005,0.01,7.97,584.0,1130.0,0.14,131.0,5.4,0.024,0.01,438.0,25.2,361.0,1.3,16.4,0.25,0.01,
16675,1219917,409.0,6.0,0.005,0.41,8.31,499.0,1100.0,1.83,30.0,7.8,0.015,0.01,444.0,8.5,395.0,1.0,2.2,0.36,0.41,
16676,1219918,396.0,6.0,0.005,0.79,7.8,483.0,579.0,0.19,207.0,18.7,0.015,0.01,106.0,33.0,153.0,1.4,30.1,0.05,0.79,
16677,1219919,451.0,34.0,0.005,0.01,8.5,481.0,609.0,1.13,14.0,2.8,0.01,0.01,92.6,4.5,238.0,0.7,0.7,0.08,0.01,
16678,1219920,523.0,21.0,0.005,0.01,8.58,594.0,715.0,1.53,7.0,1.0,0.005,0.03,113.0,2.2,284.0,1.1,0.3,5.86,0.01,
16679,1219921,367.0,6.0,0.005,0.01,7.72,447.0,466.0,0.18,247.0,0.9,0.071,0.01,69.7,64.4,85.2,4.5,20.9,0.84,0.01,
16680,1219922,421.0,6.0,0.005,0.01,8.14,514.0,1400.0,0.59,333.0,10.1,0.121,0.01,667.0,71.4,356.0,3.6,37.7,0.05,0.01,
16681,1219923,617.0,6.0,0.005,0.01,8.04,752.0,884.0,0.17,33.3,1.1,0.028,0.01,167.0,11.1,332.0,1.6,1.4,0.1,0.01,
16682,1219924,407.0,51.0,0.005,0.01,8.78,393.0,645.0,1.82,6.6,1.3,0.006,0.01,146.0,2.6,251.0,0.5,0.2,0.05,0.01,
16683,1219925,179.0,33.0,0.005,0.01,8.78,151.0,985.0,4.34,15.0,49.2,0.015,0.01,484.0,5.6,338.0,0.6,0.2,0.08,0.01,
16684,1219926,543.0,6.0,0.005,0.01,8.34,662.0,991.0,0.19,17.0,3.0,0.008,0.01,286.0,4.8,370.0,0.7,1.2,0.05,0.01,
16685,1219927,527.0,6.0,0.005,0.01,8.06,643.0,1090.0,0.18,291.0,4.0,0.374,0.01,396.0,43.1,286.0,3.4,44.6,0.21,0.01,
16686,1219928,349.0,6.0,0.005,0.03,8.32,426.0,833.0,0.76,61.0,7.6,0.013,0.01,317.0,12.8,278.0,0.8,7.1,0.32,0.03,
16687,1219929,355.0,6.0,0.005,0.02,8.4,420.0,1030.0,0.73,28.0,7.2,0.013,0.01,446.0,8.1,355.0,0.8,2.0,0.26,0.02,
16688,1219930,354.0,6.0,0.005,1.15,7.7,432.0,658.0,0.08,394.0,37.1,0.176,0.01,179.0,102.0,90.3,3.9,34.0,1.12,1.15,
16689,1219931,401.0,6.0,0.006,13.4,7.51,489.0,1020.0,0.05,671.0,64.8,0.17,0.01,355.0,175.0,123.0,4.0,56.8,0.88,13.4,
16690,1219932,227.0,30.0,0.005,0.01,8.65,216.0,1130.0,2.35,19.0,8.1,0.02,0.01,594.0,7.0,382.0,0.8,0.3,0.05,0.01,
16691,1219933,414.0,41.0,0.005,0.01,8.66,423.0,807.0,2.98,10.0,1.1,0.008,0.01,254.0,4.0,299.0,0.5,0.2,0.05,0.01,
16692,1219934,526.0,15.0,0.005,0.01,8.55,610.0,664.0,0.86,9.0,0.6,0.005,0.03,78.8,2.7,265.0,1.1,0.6,0.14,0.01,
16693,1219935,308.0,29.0,0.005,0.01,8.6,317.0,825.0,1.58,29.0,29.7,0.028,0.02,310.0,7.1,290.0,0.7,2.7,0.13,0.01,
16694,1219936,361.0,6.0,0.018,0.12,8.32,441.0,1350.0,0.66,37.3,6.6,0.018,0.01,669.0,11.7,444.0,1.1,2.0,4.69,0.014,
16695,1219937,422.0,6.0,0.005,0.01,8.27,514.0,1280.0,0.57,25.0,4.6,0.013,0.01,573.0,8.8,436.0,1.0,0.7,0.21,0.01,
16696,1219938,402.0,33.0,0.005,0.15,8.52,423.0,833.0,1.61,14.0,8.8,0.009,0.04,273.0,4.4,304.0,0.6,0.8,0.7,0.15,
16697,1219939,489.0,47.0,0.005,0.01,8.63,502.0,727.0,1.86,8.6,1.2,0.01,0.01,150.0,3.5,279.0,0.7,0.2,0.21,0.01,
16698,1219940,388.0,50.0,0.006,0.03,8.77,372.0,720.0,3.37,8.5,1.4,0.005,0.01,216.0,3.4,265.0,0.7,0.2,0.21,0.04,
16699,1219941,499.0,6.0,0.005,0.01,7.59,609.0,1160.0,0.06,417.0,9.8,0.61,0.01,443.0,100.0,257.0,4.7,40.5,0.39,0.01,
16700,1219942,479.0,6.0,0.02,0.05,7.75,584.0,1740.0,0.4,319.0,19.3,0.857,0.05,803.0,89.3,515.0,7.0,23.0,0.31,0.07,
16701,1219943,493.0,6.0,0.005,0.01,7.79,601.0,1450.0,0.12,258.0,21.7,0.732,0.01,625.0,71.4,407.0,5.7,19.4,1.39,0.01,
16702,1219944,585.0,6.0,0.02,0.05,7.62,713.0,2800.0,0.3,580.0,51.1,1.32,0.05,1430.0,157.0,762.0,8.2,45.0,2.13,0.07,
16703,1219945,505.0,6.0,0.005,0.01,7.78,616.0,1140.0,0.06,413.0,9.5,0.637,0.01,439.0,99.1,249.0,4.5,40.2,0.16,0.01,
16704,1219946,456.0,6.0,0.005,0.01,8.0,555.0,983.0,0.06,321.0,11.7,0.494,0.01,376.0,76.7,208.0,5.0,31.6,10.1,0.01,
16705,1219947,532.0,6.0,0.005,0.11,7.81,648.0,1200.0,0.07,273.0,19.0,0.113,0.01,426.0,66.9,334.0,5.4,25.6,1.99,0.11,
16706,1219948,338.0,9.0,0.005,0.09,8.58,392.0,417.0,0.76,12.0,0.7,0.007,0.01,40.7,3.5,168.0,1.0,0.9,0.32,0.09,
16707,1219949,654.0,6.0,0.005,0.01,8.36,797.0,1420.0,0.73,20.0,4.5,0.008,0.04,461.0,6.8,552.0,1.2,0.6,0.05,0.01,
16708,1219950,621.0,6.0,0.005,0.01,7.72,758.0,1410.0,0.1,153.0,4.0,0.042,0.01,511.0,44.6,468.0,3.4,10.0,1.42,0.01,
16709,1219951,362.0,15.0,0.005,0.01,8.66,411.0,515.0,0.3,7.0,5.5,0.006,0.01,86.0,2.3,203.0,0.5,0.4,0.31,0.01,
16710,1219952,387.0,6.0,0.02,0.05,7.99,472.0,2130.0,0.5,698.0,6.2,0.15,0.05,1230.0,111.0,439.0,5.1,102.0,16.0,0.07,
16711,1219953,474.0,6.0,0.005,0.01,8.32,577.0,1240.0,0.15,151.0,6.8,0.052,0.01,513.0,37.4,386.0,1.3,14.0,0.11,0.01,
16712,1219954,630.0,25.0,0.005,0.01,8.59,716.0,700.0,3.78,6.0,10.2,0.005,0.01,0.9,2.0,309.0,1.0,0.4,0.05,0.01,
16713,1219955,353.0,6.0,0.005,1.18,7.73,430.0,650.0,0.27,206.0,2.2,0.066,0.01,193.0,57.8,166.0,3.4,15.1,0.16,1.18,
16714,1219956,332.0,6.0,0.005,0.01,7.66,405.0,574.0,0.25,221.0,0.9,0.147,0.01,159.0,62.4,133.0,3.5,15.9,6.83,0.01,
16715,1219957,458.0,6.0,0.005,4.23,8.25,559.0,680.0,1.03,56.0,3.7,0.012,0.01,121.0,14.0,260.0,1.8,5.0,0.05,4.23,
16716,1219958,543.0,33.0,0.005,0.01,8.75,595.0,626.0,4.19,5.0,3.4,0.005,0.01,26.0,1.5,268.0,0.9,0.4,0.05,0.01,
16717,1219959,443.0,6.0,0.005,0.01,7.8,540.0,1250.0,0.05,391.0,7.6,0.072,0.01,569.0,63.2,286.0,2.3,56.7,0.9,0.01,
16718,1219960,658.0,20.0,0.005,0.01,8.57,761.0,862.0,3.27,10.0,14.1,0.005,0.03,90.8,2.9,357.0,1.1,0.6,0.05,0.01,
16719,1219961,449.0,6.0,0.005,0.29,7.94,547.0,882.0,0.13,202.0,6.6,0.07,0.03,289.0,47.6,245.0,4.5,20.3,1.69,0.29,
16720,1219962,6555.0,48.0,0.005,0.01,8.57,701.0,822.0,1.17,8.0,37.7,0.005,0.01,46.8,3.0,341.0,0.7,0.2,0.05,0.01,
16721,1219963,387.0,6.0,0.005,0.01,7.57,472.0,1570.0,0.07,607.0,21.0,0.979,0.01,801.0,171.0,294.0,8.4,43.9,1.72,0.01,
16722,1219964,559.0,24.0,0.005,0.01,8.57,633.0,984.0,0.77,9.0,12.4,0.009,0.02,257.0,2.9,375.0,1.3,0.4,0.05,0.01,
16723,1219965,533.0,6.0,0.005,0.01,7.9,650.0,1100.0,0.16,172.0,8.6,0.405,0.26,377.0,43.3,328.0,4.0,15.4,0.28,0.01,
16724,1219966,446.0,6.0,0.005,0.01,8.23,544.0,1100.0,0.08,201.0,4.0,0.118,0.01,438.0,43.7,324.0,1.7,22.2,0.94,0.01,
16725,1219967,440.0,6.0,0.005,0.01,8.14,536.0,1140.0,0.1,213.0,6.5,0.071,0.01,487.0,39.5,318.0,1.5,27.7,0.37,0.01,
16726,1219968,330.0,34.0,0.005,0.01,8.9,334.0,515.0,1.44,7.0,2.2,0.009,0.07,120.0,2.5,192.0,0.4,0.3,0.1,0.01,
16727,1219969,445.0,8.0,0.005,0.01,8.51,525.0,881.0,0.77,14.0,4.5,0.005,0.04,277.0,4.4,326.0,0.6,0.7,0.27,0.01,
16728,1219970,452.0,6.0,0.005,0.01,7.71,552.0,900.0,0.1,247.0,8.3,0.597,0.01,292.0,68.3,236.0,4.9,18.5,0.86,0.01,
16729,1219971,734.0,42.0,0.005,0.01,8.46,810.0,1220.0,0.97,16.0,2.6,0.005,0.01,302.0,5.5,471.0,1.1,0.4,0.12,0.01,
16730,1219972,457.0,6.0,0.005,0.01,7.79,557.0,1130.0,0.12,203.0,19.6,0.396,0.01,432.0,56.9,324.0,4.8,14.7,0.87,0.01,
16731,1219973,598.0,6.0,0.02,0.05,7.77,729.0,2180.0,0.4,297.0,31.9,0.588,0.05,993.0,81.8,687.0,6.8,23.0,1.3,0.07,
16732,1219974,548.0,6.0,0.02,0.05,7.89,668.0,2910.0,0.3,450.0,38.3,1.06,0.05,1570.0,117.0,811.0,7.6,38.0,4.5,0.07,
16733,1219975,541.0,19.0,0.005,0.01,8.54,621.0,787.0,1.78,10.0,13.3,0.005,0.01,127.0,3.1,318.0,1.3,0.5,0.78,0.01,
16734,1219976,489.0,6.0,0.02,0.05,7.8,596.0,1540.0,0.4,264.0,17.1,0.736,0.05,678.0,74.1,456.0,6.0,19.0,0.38,0.07,
16735,1219977,893.0,57.0,0.005,0.01,8.52,972.0,1010.0,0.94,12.0,48.1,0.005,0.03,3.0,4.6,422.0,1.1,0.3,0.21,0.01,
16736,1219978,836.0,6.0,0.005,0.01,7.84,1020.0,1020.0,0.14,102.0,4.3,0.096,0.02,100.0,33.2,376.0,2.6,4.6,1.37,0.01,
16737,1219979,821.0,33.0,0.005,0.01,8.39,934.0,1080.0,0.78,13.0,85.8,0.005,0.01,61.4,4.8,438.0,1.1,0.3,0.05,0.01,
16738,1219980,885.0,54.0,0.005,0.01,8.52,969.0,988.0,0.93,12.0,31.6,0.005,0.01,9.8,4.2,410.0,1.1,0.3,0.05,0.01,
16739,1219981,738.0,44.0,0.005,0.01,8.71,810.0,796.0,1.32,8.0,11.2,0.005,0.02,0.9,2.6,338.0,0.9,0.3,0.05,0.01,
16740,1219982,602.0,6.0,0.005,0.01,7.86,734.0,985.0,0.17,388.0,7.7,0.164,0.01,270.0,65.5,224.0,3.3,54.4,0.88,0.01,
16741,1219983,698.0,60.0,0.005,0.01,8.64,730.0,847.0,1.23,8.3,16.7,0.005,0.02,59.7,3.0,348.0,0.7,0.2,0.05,0.01,
16742,1219984,673.0,6.0,0.02,0.05,8.21,820.0,1830.0,0.5,37.0,14.8,0.02,0.1,734.0,13.0,662.0,2.0,1.0,0.41,0.07,
16743,1219985,675.0,47.0,0.005,0.01,8.54,728.0,886.0,1.14,10.0,18.0,0.005,0.02,103.0,3.4,355.0,0.7,0.2,0.05,0.01,
16744,1219986,408.0,6.0,0.02,0.05,7.89,498.0,1760.0,0.3,400.0,28.6,0.51,0.05,900.0,77.5,454.0,4.0,50.0,0.34,0.07,
16745,1219987,445.0,6.0,0.005,0.01,7.99,543.0,1210.0,0.09,379.0,7.3,0.05,0.01,530.0,61.4,291.0,2.3,54.9,1.2,0.01,
16746,1219988,633.0,6.0,0.005,0.01,8.09,772.0,1040.0,0.17,78.0,2.4,0.041,0.01,252.0,22.9,378.0,2.0,5.2,0.34,0.01,
16747,1219989,651.0,21.0,0.005,0.01,8.51,751.0,1100.0,0.81,18.0,17.1,0.007,0.03,263.0,6.4,426.0,0.9,0.6,0.05,0.01,
16748,1219990,451.0,6.0,0.005,0.01,7.56,550.0,674.0,0.05,405.0,0.6,0.15,0.32,158.0,100.0,104.0,3.0,37.6,1.06,0.01,
16749,1219991,482.0,6.0,0.005,0.01,7.91,588.0,647.0,0.09,137.0,0.7,0.047,0.01,101.0,31.5,208.0,2.1,14.2,0.44,0.01,
16750,1219992,642.0,6.0,0.005,0.01,8.34,783.0,1310.0,0.23,31.0,13.4,0.012,0.01,427.0,10.8,467.0,1.3,1.0,0.13,0.01,
16751,1219993,778.0,9.0,0.005,0.01,8.34,930.0,1260.0,0.31,25.0,7.9,0.008,0.01,300.0,8.6,473.0,1.1,1.0,0.33,0.01,
16752,1219994,737.0,25.0,0.005,0.01,8.54,847.0,1060.0,0.72,14.0,20.0,0.005,0.03,170.0,5.0,417.0,0.8,0.4,0.05,0.01,
16753,1219995,766.0,9.0,0.005,0.01,8.37,915.0,1150.0,0.47,26.0,11.9,0.007,0.02,220.0,8.9,446.0,1.1,0.9,0.08,0.01,
16754,1219996,517.0,6.0,0.005,0.01,7.84,630.0,841.0,0.05,200.0,4.3,0.038,0.01,208.0,62.9,244.0,2.2,10.5,0.63,0.01,
16755,1219997,432.0,6.0,0.005,0.01,7.86,527.0,1200.0,0.05,87.0,20.0,0.237,0.01,485.0,29.9,401.0,1.6,2.9,0.34,0.01,
16756,1219998,1290.0,6.0,0.02,0.05,7.86,1570.0,3150.0,0.3,251.0,22.7,0.028,0.05,1190.0,80.6,1080.0,4.0,12.0,0.92,0.07,
16757,1219999,424.0,22.0,0.005,0.01,8.72,472.0,750.0,2.37,9.0,37.6,0.006,0.01,171.0,3.3,283.0,0.6,0.2,0.05,0.01,
16758,1220000,410.0,55.0,0.005,0.01,8.75,387.0,786.0,3.25,13.0,5.4,0.006,0.01,225.0,4.9,305.0,0.6,0.2,0.05,0.01,
16759,1220001,373.0,15.0,0.005,0.01,8.59,424.0,964.0,2.16,15.0,343.0,0.008,0.01,4.2,5.3,386.0,0.8,0.4,0.18,0.01,
16760,1220002,506.0,6.0,0.005,10.2,7.74,617.0,1450.0,0.05,755.0,16.7,0.005,0.01,659.0,157.0,226.0,2.9,88.1,0.05,10.2,
16761,1220003,420.0,32.0,0.005,0.02,8.5,447.0,549.0,0.26,9.0,4.3,0.011,0.01,72.0,3.0,217.0,0.6,0.3,0.05,0.02,
16762,1220004,583.0,6.0,0.005,0.08,8.22,711.0,721.0,0.54,27.0,7.3,0.014,0.01,65.7,8.3,287.0,1.9,1.5,0.05,0.08,
16763,1220005,619.0,6.0,0.005,0.01,7.93,755.0,878.0,0.1,107.0,1.9,0.039,0.01,155.0,30.6,310.0,1.9,7.5,0.31,0.01,
16764,1220006,490.0,6.0,0.005,0.01,7.76,597.0,703.0,0.1,170.0,2.0,0.565,0.01,121.0,45.1,224.0,2.5,14.0,0.05,0.01,
16765,1220007,772.0,6.0,0.02,0.05,8.14,941.0,1770.0,0.3,70.0,20.8,0.02,0.18,622.0,24.0,639.0,2.0,3.0,0.2,0.07,
16766,1220008,476.0,23.0,0.005,0.01,8.37,533.0,1080.0,0.47,23.0,5.0,0.018,0.01,385.0,8.3,394.0,0.9,0.6,0.26,0.01,
16767,1220009,395.0,32.0,0.005,0.01,8.51,416.0,1000.0,1.11,18.0,6.2,0.014,0.02,380.0,6.4,369.0,0.8,0.4,0.17,0.01,
16768,1220010,472.0,6.0,0.005,0.01,8.3,575.0,1430.0,0.39,32.0,10.1,0.025,0.01,637.0,11.4,488.0,0.8,0.8,0.35,0.01,
16769,1220011,679.0,6.0,0.005,0.01,8.25,827.0,1260.0,0.15,25.0,4.0,0.008,0.01,366.0,8.6,473.0,1.0,0.8,0.08,0.01,
16770,1220012,676.0,6.0,0.005,0.01,8.14,824.0,1360.0,0.13,48.0,5.3,0.05,0.01,436.0,15.7,495.0,1.4,2.1,0.43,0.01,
16771,1220013,534.0,6.0,0.005,0.01,8.12,651.0,647.0,0.14,185.0,6.0,0.041,0.01,58.5,53.8,194.0,1.9,12.2,0.8,0.01,
16772,1220014,570.0,35.0,0.02,0.05,8.46,624.0,1340.0,0.87,17.0,451.0,0.02,0.08,5.0,7.0,535.0,2.0,1.0,0.1,0.07,
16773,1220015,572.0,6.0,0.005,0.01,8.25,697.0,879.0,1.69,12.0,175.0,0.02,0.47,2.0,3.9,355.0,0.9,0.5,0.8,0.01,
16774,1220016,617.0,36.0,0.005,0.13,8.47,679.0,886.0,0.9,7.7,2.6,0.005,0.01,163.0,3.1,346.0,0.9,0.2,0.05,0.13,
16775,1220017,478.0,6.0,0.005,0.01,7.82,583.0,631.0,0.08,283.0,0.6,0.058,0.01,112.0,63.9,134.0,2.6,30.1,2.27,0.01,
16776,1220018,500.0,6.0,0.005,0.07,7.88,610.0,669.0,0.08,473.0,0.9,0.096,0.01,142.0,85.9,75.8,2.5,62.7,0.05,0.07,
16777,1220019,492.0,6.0,0.005,0.07,7.79,600.0,697.0,0.07,481.0,0.8,0.56,0.01,164.0,90.7,81.7,2.6,61.9,0.35,0.07,
16778,1220020,483.0,6.0,0.005,0.12,8.17,588.0,594.0,0.26,50.0,0.9,0.025,0.01,62.1,13.6,222.0,1.2,3.9,0.05,0.12,
16779,1220021,643.0,6.0,0.005,0.01,8.02,784.0,1050.0,0.23,78.0,11.4,0.032,0.01,251.0,26.4,374.0,1.6,2.8,0.08,0.01,
16780,1220022,627.0,6.0,0.02,0.05,8.07,765.0,2030.0,0.3,152.0,15.2,0.071,0.05,901.0,52.1,671.0,3.0,5.4,1.2,0.05,
16781,1220023,700.0,43.0,0.005,0.01,8.51,766.0,995.0,0.88,25.0,2.8,0.019,0.01,174.0,8.6,388.0,1.3,0.8,2.05,0.01,
16782,1220024,654.0,42.0,0.015,0.03,8.52,711.0,1000.0,1.33,11.0,3.5,0.008,0.01,205.0,3.9,395.0,0.9,0.3,0.1,0.05,
16783,1220025,490.0,6.0,0.005,0.01,8.06,597.0,632.0,0.07,244.0,0.5,0.079,0.01,97.3,53.0,159.0,1.7,27.1,0.73,0.01,
16784,1220026,655.0,6.0,0.02,0.05,8.18,799.0,2220.0,0.5,62.0,6.1,0.02,0.05,1040.0,22.0,758.0,3.0,2.0,0.62,0.07,
16785,1220027,683.0,61.0,0.005,0.01,8.65,708.0,796.0,1.32,9.0,11.3,0.005,0.01,36.9,3.4,334.0,0.8,0.2,0.06,0.01,
16786,1220028,845.0,6.0,0.02,0.05,8.03,1030.0,2010.0,0.3,119.0,3.4,0.05,0.07,752.0,39.0,699.0,3.0,5.4,0.1,0.07,
16787,1220029,582.0,51.0,0.005,0.01,8.6,607.0,927.0,0.09,18.0,2.5,0.008,0.02,210.0,6.4,357.0,0.8,0.6,0.05,0.01,
16788,1220030,313.0,25.0,0.005,0.01,8.55,332.0,1070.0,2.53,17.0,30.9,0.019,0.01,470.0,6.0,376.0,0.7,0.4,0.07,0.01,
16789,1220031,372.0,6.0,0.005,0.16,7.82,454.0,643.0,0.12,5.0,12.2,0.005,0.01,152.0,1.3,250.0,3.7,0.4,0.09,0.16,
16790,1220032,295.0,6.0,0.005,0.01,8.09,360.0,627.0,0.57,77.0,3.3,0.065,0.01,215.0,19.3,204.0,2.1,6.9,0.16,0.01,
16791,1220033,342.0,6.0,0.005,0.01,7.68,417.0,589.0,0.14,345.0,11.3,0.698,0.01,164.0,88.4,85.1,5.0,30.1,6.66,0.01,
16792,1220034,277.0,6.0,0.005,0.01,7.78,338.0,491.0,0.13,277.0,10.4,0.867,0.01,141.0,67.3,73.2,7.0,26.6,3.39,0.01,
16793,1220035,448.0,36.0,0.005,0.01,8.49,473.0,1120.0,1.06,25.0,20.0,0.015,0.16,410.0,7.8,409.0,2.0,1.2,0.25,0.01,
16794,1220036,581.0,6.0,0.02,0.05,7.87,708.0,1590.0,0.75,215.0,5.6,0.06,0.05,644.0,50.6,515.0,4.0,22.0,0.47,0.07,
16795,1220037,505.0,6.0,0.005,0.01,7.81,616.0,1100.0,0.05,396.0,2.2,0.173,0.01,397.0,124.0,246.0,2.2,21.2,1.76,0.01,
16796,1220038,319.0,6.0,0.005,1.08,7.83,389.0,649.0,0.18,353.0,9.6,0.005,0.01,222.0,86.7,102.0,4.9,33.0,0.05,1.08,
16797,1220039,493.0,29.0,0.005,0.01,8.44,542.0,623.0,0.12,7.0,0.5,0.016,0.04,65.3,2.6,258.0,0.8,0.2,0.08,0.01,
16798,1220040,400.0,48.0,0.005,0.01,8.67,391.0,961.0,1.77,14.0,11.4,0.018,0.03,356.0,5.0,347.0,0.8,0.4,0.24,0.01,
16799,1220041,501.0,6.0,0.005,1.4,7.55,611.0,649.0,0.08,491.0,4.1,0.646,0.01,121.0,97.5,63.0,2.3,60.2,0.17,1.4,
16800,1220042,542.0,37.0,0.005,0.01,8.51,586.0,741.0,2.63,8.1,107.0,0.008,0.23,0.9,3.3,305.0,0.6,0.2,0.56,0.01,
16801,1220043,403.0,6.0,0.005,10.6,7.78,491.0,568.0,0.12,323.0,10.7,0.005,0.01,109.0,70.1,97.4,2.8,36.0,0.05,10.6,
16802,1220044,517.0,51.0,0.005,0.01,8.63,527.0,660.0,2.64,7.6,79.5,0.008,0.05,0.9,3.0,267.0,0.5,0.2,0.06,0.01,
16803,1220045,414.0,6.0,0.005,2.74,7.86,505.0,484.0,0.11,350.0,4.8,0.02,0.05,42.0,79.8,69.0,3.0,36.0,0.05,2.74,
16804,1220046,536.0,6.0,0.005,0.01,7.84,653.0,1140.0,0.05,201.0,3.3,0.108,0.01,407.0,61.1,334.0,1.4,11.8,0.83,0.01,
16805,1220047,595.0,48.0,0.005,0.01,8.52,628.0,1120.0,0.8,16.0,1.2,0.02,0.05,322.0,6.2,429.0,2.0,1.0,0.07,0.01,
16806,1220048,744.0,10.0,0.02,0.05,8.3,888.0,1360.0,0.76,18.0,3.9,0.02,0.05,389.0,7.1,514.0,2.0,1.0,0.06,0.07,
16807,1220049,516.0,6.0,0.005,2.49,8.18,629.0,663.0,0.51,101.0,14.5,0.017,0.02,71.6,23.6,231.0,2.8,10.2,0.05,2.49,
16808,1220050,471.0,6.0,0.005,0.01,7.9,575.0,514.0,0.15,197.0,3.5,0.036,0.01,30.0,48.9,127.0,4.4,18.2,1.31,0.01,
16809,1220051,507.0,26.0,0.005,0.01,8.39,564.0,654.0,0.2,6.0,1.5,0.02,0.06,79.0,2.0,267.0,2.0,1.0,0.18,0.01,
16810,1220052,897.0,6.0,0.021,0.17,8.04,1090.0,2560.0,0.21,88.0,2.3,0.023,0.01,1090.0,29.3,894.0,2.1,3.6,0.23,0.19,
16811,1220053,809.0,6.0,0.051,0.49,8.12,987.0,2140.0,0.17,79.0,1.8,0.026,0.01,858.0,26.2,759.0,2.0,3.2,0.2,0.54,
16812,1220054,675.0,6.0,0.005,0.01,7.39,823.0,1140.0,0.05,667.0,1.0,0.154,0.01,353.0,142.0,161.0,2.2,75.9,3.22,0.01,
16813,1220055,312.0,18.0,0.005,0.01,8.85,334.0,611.0,2.49,6.8,2.6,0.011,0.02,193.0,2.7,225.0,0.4,0.2,0.05,0.01,
16814,1220056,450.0,38.0,0.005,0.01,8.61,471.0,915.0,1.61,14.0,1.4,0.011,0.04,304.0,4.8,333.0,0.6,0.4,0.14,0.01,
